id,host_id,neighbourhood_group,neighbourhood,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,availability_365
106647,552679,Brooklyn,Bedford-Stuyvesant,Entire home/apt,135,2,86,0.87,102
107630,306739,Brooklyn,Greenpoint,Entire home/apt,175,3,248,2.53,274
107895,3088389,Manhattan,Upper West Side,Entire home/apt,120,5,49,0.56,201
110739,568568,Manhattan,Midtown,Entire home/apt,169,18,54,0.57,98
112100,572527,Brooklyn,Crown Heights,Entire home/apt,165,7,3,0.03,157
112304,573316,Manhattan,Harlem,Private room,90,1,1,0.02,0
112359,571952,Manhattan,Upper East Side,Entire home/apt,225,2,56,0.57,312
112435,181376,Brooklyn,Fort Greene,Private room,95,2,163,1.66,331
113265,314582,Brooklyn,Crown Heights,Private room,55,2,247,2.51,275
113945,275582,Manhattan,Hell's Kitchen,Private room,85,10,116,1.17,174
114123,579495,Brooklyn,South Slope,Entire home/apt,199,14,27,0.28,223
114229,314941,Manhattan,Lower East Side,Entire home/apt,211,1,52,0.6,361
114969,582598,Manhattan,Midtown,Entire home/apt,145,6,39,0.4,0
115535,567187,Manhattan,Harlem,Private room,65,14,35,0.35,283
115678,127772,Manhattan,Harlem,Entire home/apt,99,1,320,3.23,220
115748,585166,Queens,Astoria,Entire home/apt,110,4,30,0.32,363
116940,209460,Brooklyn,Crown Heights,Entire home/apt,80,3,225,2.27,315
117425,593115,Brooklyn,Brooklyn Heights,Entire home/apt,150,30,95,0.96,281
118061,2248897,Brooklyn,Bedford-Stuyvesant,Entire home/apt,110,4,70,0.75,283
118430,585458,Manhattan,Chelsea,Private room,290,2,35,0.36,20
118680,599354,Manhattan,East Village,Private room,87,2,0,,0
120362,138069,Brooklyn,Williamsburg,Entire home/apt,190,4,50,0.51,331
121687,262812,Brooklyn,Williamsburg,Entire home/apt,200,2,29,0.31,36
121861,611716,Brooklyn,Park Slope,Entire home/apt,165,2,23,0.23,7
123784,617990,Manhattan,Harlem,Entire home/apt,110,2,142,1.44,301
125053,622460,Manhattan,East Village,Entire home/apt,395,2,70,0.73,170
125163,622855,Brooklyn,Bedford-Stuyvesant,Private room,99,2,38,0.54,307
125594,308652,Brooklyn,Kensington,Private room,39,1,82,0.94,365
126443,627217,Manhattan,East Village,Entire home/apt,189,2,403,4.1,201
126816,620288,Manhattan,Upper West Side,Private room,85,1,3,0.03,0
127387,23276,Brooklyn,Gowanus,Entire home/apt,260,30,3,0.03,316
128975,256161,Manhattan,Harlem,Entire home/apt,122,1,116,1.18,271
131154,275563,Brooklyn,Greenpoint,Entire home/apt,165,2,175,1.79,139
132516,85330,Queens,Forest Hills,Entire home/apt,97,3,28,1.21,209
132570,651390,Manhattan,West Village,Entire home/apt,170,4,24,0.25,0
132695,507186,Brooklyn,Williamsburg,Entire home/apt,125,2,15,0.15,0
133025,653405,Manhattan,Murray Hill,Private room,130,4,105,1.07,193
134934,652842,Brooklyn,Williamsburg,Entire home/apt,225,10,22,0.38,52
135393,663764,Brooklyn,East Flatbush,Private room,50,2,263,2.69,136
135465,663879,Brooklyn,Fort Greene,Entire home/apt,170,3,86,0.91,286
135706,665013,Manhattan,Chelsea,Entire home/apt,132,4,10,0.1,0
136493,663384,Brooklyn,Park Slope,Entire home/apt,250,7,18,0.21,18
138216,674970,Brooklyn,Greenpoint,Entire home/apt,141,5,8,0.21,9
139624,680818,Brooklyn,Crown Heights,Entire home/apt,64,20,70,0.73,3
140133,622866,Brooklyn,Williamsburg,Entire home/apt,249,3,150,1.55,277
140425,683975,Brooklyn,Crown Heights,Private room,79,2,115,1.18,0
140973,686147,Manhattan,East Village,Entire home/apt,185,2,69,0.71,233
141154,686768,Brooklyn,Boerum Hill,Entire home/apt,120,3,232,2.41,221
141335,687361,Brooklyn,Park Slope,Entire home/apt,495,1,35,0.41,355
141890,689661,Manhattan,Nolita,Entire home/apt,375,3,18,0.21,0
141984,630453,Manhattan,Nolita,Entire home/apt,175,3,68,0.69,277
142069,277747,Manhattan,East Village,Entire home/apt,150,4,22,0.23,0
144087,616825,Manhattan,Harlem,Entire home/apt,259,8,17,0.17,343
144148,299755,Manhattan,East Village,Private room,96,1,34,0.58,0
145064,404424,Brooklyn,Williamsburg,Entire home/apt,145,7,8,0.08,0
145188,703156,Manhattan,Chelsea,Entire home/apt,200,4,0,,0
145994,706418,Manhattan,Upper West Side,Entire home/apt,95,5,2,0.08,0
146754,709434,Brooklyn,Windsor Terrace,Entire home/apt,250,4,52,0.72,188
147586,709334,Manhattan,Harlem,Entire home/apt,295,2,74,0.76,264
148201,715807,Manhattan,Greenwich Village,Entire home/apt,175,3,18,0.19,0
148259,716064,Brooklyn,Williamsburg,Entire home/apt,451,2,72,0.86,331
148825,718349,Manhattan,Upper West Side,Entire home/apt,165,2,191,2.18,236
149287,720320,Manhattan,Upper East Side,Entire home/apt,250,4,0,,0
149777,716306,Bronx,Woodlawn,Entire home/apt,77,1,197,2.49,309
150804,726333,Manhattan,Lower East Side,Entire home/apt,250,4,19,0.2,0
151199,722320,Queens,Astoria,Entire home/apt,129,1,414,4.34,245
151478,216191,Brooklyn,Williamsburg,Private room,98,2,8,0.09,0
152071,731855,Brooklyn,Park Slope,Entire home/apt,150,2,0,,8
152078,731904,Manhattan,East Village,Private room,95,7,25,0.3,359
152259,256161,Manhattan,Harlem,Private room,55,3,119,1.22,333
152263,732535,Manhattan,Harlem,Entire home/apt,300,2,203,2.14,258
152520,733894,Queens,Sunnyside,Private room,42,40,53,0.55,236
153405,737585,Brooklyn,Greenpoint,Entire home/apt,125,2,104,1.09,22
153780,739499,Manhattan,East Village,Private room,175,3,175,1.8,236
154934,745069,Manhattan,Harlem,Private room,75,3,38,0.42,365
155296,656841,Brooklyn,Williamsburg,Entire home/apt,255,45,39,0.5,89
157673,757166,Brooklyn,Bedford-Stuyvesant,Entire home/apt,72,31,88,0.91,164
158061,758441,Brooklyn,Bedford-Stuyvesant,Private room,165,1,27,0.28,311
158176,573065,Brooklyn,Williamsburg,Entire home/apt,165,5,117,1.28,23
158290,759583,Brooklyn,Clinton Hill,Private room,75,3,43,0.44,365
158913,762563,Brooklyn,Greenpoint,Entire home/apt,130,5,4,0.05,0
158955,465589,Brooklyn,Williamsburg,Entire home/apt,139,2,385,4.0,222
159749,54275,Brooklyn,Bedford-Stuyvesant,Private room,88,1,64,0.68,238
159815,54275,Brooklyn,Bedford-Stuyvesant,Private room,80,1,39,0.41,218
159913,759883,Manhattan,Chelsea,Private room,150,2,37,1.79,0
160609,769247,Manhattan,Upper West Side,Entire home/apt,200,3,10,0.12,0
160994,770831,Manhattan,East Village,Entire home/apt,200,2,103,1.08,235
161366,733894,Queens,Sunnyside,Private room,42,40,41,0.43,246
161394,772300,Brooklyn,Williamsburg,Private room,90,6,3,0.03,0
161996,1856604,Manhattan,Harlem,Entire home/apt,295,3,227,2.33,247
162493,776490,Brooklyn,Williamsburg,Entire home/apt,450,5,37,0.79,15
162508,776645,Brooklyn,Crown Heights,Entire home/apt,130,2,29,0.35,119
163627,242506,Brooklyn,Williamsburg,Private room,89,3,205,2.31,0
163809,781647,Manhattan,Harlem,Entire home/apt,198,5,42,0.44,234
163814,627217,Manhattan,East Village,Entire home/apt,99,2,280,2.92,257
163836,32169,Brooklyn,Greenpoint,Private room,46,4,86,0.89,350
164989,69439,Manhattan,SoHo,Private room,140,2,54,0.56,221
165080,787273,Brooklyn,Carroll Gardens,Entire home/apt,500,7,7,0.07,0
165461,867225,Manhattan,Morningside Heights,Private room,75,5,57,0.59,201
165824,733894,Queens,Sunnyside,Private room,33,44,31,0.32,161
166006,791287,Manhattan,Upper West Side,Entire home/apt,250,31,188,1.94,259
166172,792159,Brooklyn,Bushwick,Private room,60,3,480,6.7,0
166541,793620,Manhattan,Washington Heights,Private room,75,2,34,0.35,222
166983,795640,Brooklyn,Carroll Gardens,Entire home/apt,350,5,6,0.06,0
167013,306605,Manhattan,Chelsea,Entire home/apt,205,9,3,0.04,76
167017,795889,Brooklyn,Park Slope,Entire home/apt,219,5,2,0.03,0
167222,22486,Brooklyn,Park Slope,Private room,60,1,20,0.21,258
167482,789257,Manhattan,Upper West Side,Entire home/apt,185,2,129,1.33,14
168084,800982,Manhattan,East Village,Entire home/apt,190,3,147,1.6,27
168123,720558,Brooklyn,South Slope,Entire home/apt,105,28,101,1.06,167
168546,803086,Manhattan,East Harlem,Entire home/apt,250,2,11,0.12,68
168810,747698,Manhattan,Upper West Side,Entire home/apt,175,65,11,0.12,358
169002,805344,Manhattan,Harlem,Private room,65,2,41,0.43,59
169152,806112,Brooklyn,Bedford-Stuyvesant,Entire home/apt,75,2,87,1.09,0
169306,806214,Bronx,University Heights,Private room,37,4,117,1.21,232
169464,806774,Brooklyn,Williamsburg,Entire home/apt,85,2,86,0.89,15
169483,807642,Brooklyn,Gravesend,Entire home/apt,106,7,0,,0
170420,812814,Manhattan,East Harlem,Entire home/apt,79,2,15,0.16,0
170761,67778,Brooklyn,Fort Greene,Private room,85,2,35,0.55,161
171776,803086,Manhattan,Harlem,Private room,170,2,17,0.18,88
172700,302772,Manhattan,Lower East Side,Private room,115,3,3,0.04,337
172870,781647,Manhattan,Harlem,Private room,89,5,43,0.47,247
173072,826192,Manhattan,Harlem,Shared room,49,3,168,4.6,248
173151,826459,Brooklyn,Greenpoint,Private room,91,3,241,2.49,287
173742,829652,Manhattan,Gramercy,Entire home/apt,400,2,105,1.13,304
174527,833926,Brooklyn,Bushwick,Entire home/apt,150,2,11,0.46,0
174966,836168,Manhattan,Upper West Side,Entire home/apt,2000,30,30,0.33,0
176135,842125,Brooklyn,Crown Heights,Entire home/apt,97,3,31,0.32,193
176653,844862,Manhattan,East Village,Private room,100,4,49,0.51,43
176962,846309,Brooklyn,Williamsburg,Entire home/apt,179,4,23,0.24,25
177421,848748,Brooklyn,Greenpoint,Entire home/apt,500,2,20,0.21,127
177495,848960,Manhattan,Chelsea,Entire home/apt,429,10,18,0.9,0
177606,849492,Manhattan,Kips Bay,Entire home/apt,189,6,90,0.95,303
179670,21475,Manhattan,Lower East Side,Private room,120,2,99,1.04,345
179741,314941,Manhattan,Nolita,Entire home/apt,300,1,6,0.06,115
180507,864735,Queens,Astoria,Entire home/apt,107,30,21,0.22,200
180792,864735,Queens,Astoria,Entire home/apt,95,30,24,0.26,271
181972,872121,Manhattan,Harlem,Entire home/apt,199,2,111,1.17,12
182069,39260,Manhattan,East Harlem,Entire home/apt,120,2,86,0.91,268
182095,872805,Manhattan,West Village,Entire home/apt,199,15,66,0.69,89
182177,873273,Bronx,Allerton,Entire home/apt,125,2,271,2.84,347
182649,876054,Brooklyn,Williamsburg,Private room,70,2,227,2.4,37
185266,889106,Brooklyn,Williamsburg,Private room,75,4,80,1.55,0
187488,871727,Manhattan,West Village,Private room,100,30,5,0.07,359
187566,279078,Brooklyn,Bedford-Stuyvesant,Entire home/apt,99,2,187,1.97,287
187986,904833,Manhattan,Chelsea,Entire home/apt,250,1,2,0.02,0
188146,906200,Brooklyn,Williamsburg,Entire home/apt,350,6,1,0.02,233
188661,909146,Brooklyn,Prospect Heights,Entire home/apt,170,3,67,0.7,129
188674,909234,Manhattan,East Village,Entire home/apt,165,1,63,0.68,0
189135,179020,Manhattan,Hell's Kitchen,Private room,99,1,89,1.0,353
189181,912541,Manhattan,Chelsea,Private room,255,4,1,0.02,365
189732,489400,Brooklyn,East New York,Entire home/apt,169,3,177,1.86,297
189787,915640,Brooklyn,Crown Heights,Entire home/apt,99,4,90,0.94,56
190267,918866,Manhattan,Upper East Side,Entire home/apt,169,7,39,0.41,44
190542,920542,Brooklyn,Bedford-Stuyvesant,Entire home/apt,160,3,42,0.44,355
190968,922922,Brooklyn,Prospect Heights,Entire home/apt,215,3,33,0.35,156
190974,874471,Brooklyn,Park Slope,Entire home/apt,130,3,179,2.02,273
191075,923915,Manhattan,East Village,Private room,110,3,81,0.85,274
193105,936114,Manhattan,Hell's Kitchen,Private room,150,28,43,0.45,258
193333,302936,Brooklyn,Williamsburg,Private room,65,30,52,0.54,276
193393,938056,Queens,Sunnyside,Private room,75,2,160,1.68,65
193853,48599,Manhattan,Chelsea,Entire home/apt,149,6,23,0.27,0
194154,936830,Manhattan,Upper West Side,Private room,89,6,35,0.37,180
195123,940724,Manhattan,Washington Heights,Private room,50,1,225,2.35,343
195233,949221,Brooklyn,Prospect-Lefferts Gardens,Private room,43,1,401,6.62,43
195240,949221,Brooklyn,Prospect-Lefferts Gardens,Private room,42,1,72,0.84,96
195578,304493,Brooklyn,Williamsburg,Private room,85,1,46,0.97,59
195971,953279,Brooklyn,Bedford-Stuyvesant,Entire home/apt,139,3,83,1.19,255
195989,611716,Brooklyn,Park Slope,Private room,105,1,211,2.21,252
196010,953565,Brooklyn,Park Slope,Entire home/apt,265,5,15,0.16,0
197155,960836,Manhattan,Hell's Kitchen,Entire home/apt,149,1,122,1.29,20
197753,964482,Manhattan,Harlem,Private room,68,2,295,3.9,188
197942,289135,Brooklyn,Bedford-Stuyvesant,Entire home/apt,99,3,207,2.18,304
199195,971075,Manhattan,Harlem,Private room,75,3,50,0.65,38
199312,973438,Brooklyn,Williamsburg,Private room,100,2,273,2.85,254
200645,933378,Manhattan,Upper East Side,Shared room,90,1,0,,0
200955,568325,Manhattan,East Village,Entire home/apt,160,30,25,0.26,46
201992,988350,Brooklyn,Park Slope,Entire home/apt,190,4,105,1.62,328
202273,918087,Brooklyn,Bedford-Stuyvesant,Private room,67,4,72,0.76,0
203901,1000477,Manhattan,Upper East Side,Entire home/apt,190,1,8,0.08,0
204065,51038,Brooklyn,Clinton Hill,Entire home/apt,248,2,58,0.61,199
204833,903686,Brooklyn,Williamsburg,Private room,100,6,8,0.09,249
204959,464506,Manhattan,Chinatown,Private room,95,3,172,1.84,64
205043,1007558,Manhattan,Theater District,Private room,150,1,330,7.14,111
205485,1010242,Brooklyn,Bedford-Stuyvesant,Entire home/apt,145,3,123,1.29,287
205735,1011426,Brooklyn,Bushwick,Private room,41,2,55,0.59,286
205867,1012691,Brooklyn,Williamsburg,Entire home/apt,120,4,87,0.99,263
206071,12221,Bronx,Concourse Village,Private room,50,3,258,2.7,276
206316,1014639,Brooklyn,Fort Greene,Entire home/apt,157,2,4,0.18,0
206772,1017473,Brooklyn,Williamsburg,Entire home/apt,195,14,31,0.33,263
206957,1018472,Brooklyn,Sheepshead Bay,Entire home/apt,70,4,128,1.34,90
208148,1024355,Brooklyn,Williamsburg,Entire home/apt,185,3,14,0.15,0
208889,1029021,Brooklyn,Bedford-Stuyvesant,Entire home/apt,145,3,30,0.32,11
209310,1031148,Queens,Sunnyside,Private room,50,28,258,2.9,287
211078,306739,Brooklyn,Greenpoint,Entire home/apt,185,3,228,2.39,1
211974,272730,Manhattan,East Village,Entire home/apt,250,1,60,0.65,0
212109,666271,Manhattan,West Village,Private room,80,90,9,0.2,338
212178,1094178,Manhattan,Theater District,Entire home/apt,230,2,179,1.88,44
212544,1096084,Brooklyn,Gowanus,Entire home/apt,100,7,9,0.1,0
213272,293130,Brooklyn,Bushwick,Private room,40,1,1,0.37,5
213330,800223,Manhattan,Lower East Side,Private room,200,30,25,0.49,0
214917,1109658,Staten Island,Emerson Hill,Private room,80,2,2,0.05,158
215560,1112560,Brooklyn,Bedford-Stuyvesant,Private room,79,3,152,1.6,192
215784,864735,Queens,Long Island City,Entire home/apt,95,30,24,0.25,358
215907,1114587,Manhattan,Upper West Side,Entire home/apt,300,2,45,0.47,31
217580,1121193,Brooklyn,Fort Hamilton,Entire home/apt,100,30,7,0.08,241
218358,1129218,Manhattan,Harlem,Private room,80,7,19,0.35,285
219066,447754,Brooklyn,Bensonhurst,Entire home/apt,110,1,24,0.26,183
219482,759583,Brooklyn,Clinton Hill,Entire home/apt,172,4,8,0.09,189
219793,1138692,Manhattan,Lower East Side,Entire home/apt,199,1,29,0.31,162
219818,1138692,Manhattan,Lower East Side,Entire home/apt,199,1,14,0.15,158
219922,1139574,Manhattan,Harlem,Private room,100,1,33,0.38,84
220351,921500,Manhattan,Harlem,Private room,55,4,99,1.04,260
220563,918087,Brooklyn,Bedford-Stuyvesant,Private room,75,3,59,0.62,0
220946,1144415,Manhattan,East Village,Entire home/apt,146,3,142,1.5,166
221043,846050,Manhattan,NoHo,Private room,250,2,0,,0
221097,1146744,Brooklyn,Greenpoint,Entire home/apt,116,29,22,0.23,335
221618,4887492,Manhattan,Tribeca,Private room,150,3,82,0.87,90
222054,22486,Brooklyn,Park Slope,Private room,120,2,23,0.24,342
222304,1153993,Manhattan,Chelsea,Entire home/apt,199,4,32,0.34,28
223930,1164642,Brooklyn,Prospect Heights,Entire home/apt,150,5,24,0.25,363
224004,1165231,Manhattan,Harlem,Private room,69,1,59,0.63,86
224006,1165231,Manhattan,Harlem,Private room,300,55,6,0.08,83
224510,991380,Brooklyn,Boerum Hill,Entire home/apt,230,4,18,0.21,0
225297,1173599,Manhattan,Midtown,Entire home/apt,125,4,3,0.03,0
225306,1112560,Brooklyn,Bedford-Stuyvesant,Private room,79,3,115,1.21,264
225887,663879,Brooklyn,Fort Greene,Private room,130,3,154,1.63,305
225926,1177497,Brooklyn,Clinton Hill,Private room,239,1,164,1.73,356
225976,1177947,Staten Island,Shore Acres,Entire home/apt,75,6,76,0.8,278
226021,815977,Brooklyn,Williamsburg,Entire home/apt,220,3,116,1.23,135
227715,209460,Brooklyn,Bedford-Stuyvesant,Entire home/apt,80,3,234,2.47,308
227735,1187935,Manhattan,East Village,Entire home/apt,288,2,120,1.27,229
228317,1191142,Brooklyn,Bedford-Stuyvesant,Entire home/apt,135,4,82,0.87,273
228496,1192424,Manhattan,West Village,Entire home/apt,225,3,13,0.15,83
228517,1192610,Manhattan,Chinatown,Private room,110,30,59,0.64,281
228925,1194377,Brooklyn,Bedford-Stuyvesant,Entire home/apt,100,7,63,1.87,321
228979,1190088,Manhattan,Hell's Kitchen,Private room,130,2,52,0.55,303
229367,1097545,Manhattan,East Village,Private room,89,1,278,2.95,192
229874,507304,Brooklyn,Sunset Park,Entire home/apt,200,5,1,0.01,0
230321,1203500,Brooklyn,Bedford-Stuyvesant,Entire home/apt,80,2,35,0.4,36
230854,12221,Bronx,Concourse,Private room,50,5,235,2.49,271
230877,292204,Manhattan,East Harlem,Entire home/apt,135,28,115,1.21,341
230956,1207399,Manhattan,East Village,Private room,90,1,109,1.15,333
231414,1184442,Manhattan,SoHo,Private room,270,5,1,0.01,210
232612,1217241,Brooklyn,Bedford-Stuyvesant,Entire home/apt,110,3,305,3.24,231
232618,763420,Manhattan,East Harlem,Entire home/apt,145,1,102,1.52,308
233189,1220414,Manhattan,Hell's Kitchen,Entire home/apt,179,30,83,0.88,292
233638,1012895,Queens,Ridgewood,Private room,55,1,19,0.25,311
233662,1223568,Manhattan,Midtown,Private room,110,2,61,0.65,264
234184,902054,Manhattan,Harlem,Entire home/apt,325,5,89,0.94,153
234870,1229984,Queens,Long Island City,Private room,75,30,65,0.74,219
235552,1234405,Brooklyn,South Slope,Entire home/apt,300,1,40,0.44,0
235651,83257,Manhattan,West Village,Private room,130,30,80,0.86,332
235951,1236070,Manhattan,Midtown,Entire home/apt,190,30,136,1.45,120
235960,1236817,Manhattan,Lower East Side,Entire home/apt,200,3,100,1.06,191
236671,1240820,Brooklyn,Williamsburg,Entire home/apt,180,2,125,1.36,248
236788,4166168,Brooklyn,DUMBO,Entire home/apt,350,5,40,0.5,67
236806,1151987,Manhattan,East Village,Entire home/apt,160,4,0,,0
237127,1146958,Manhattan,Kips Bay,Entire home/apt,195,30,139,1.59,325
237210,1243192,Manhattan,Greenwich Village,Entire home/apt,241,30,0,,249
239055,65064,Manhattan,Chinatown,Entire home/apt,300,7,2,0.03,0
239733,1256874,Queens,Ditmars Steinway,Entire home/apt,75,28,49,0.53,313
239766,1257309,Manhattan,Lower East Side,Entire home/apt,100,5,8,0.11,0
239826,1257760,Manhattan,Gramercy,Entire home/apt,399,1,0,,12
239883,136962,Brooklyn,Fort Greene,Private room,85,5,124,1.32,69
239899,1258363,Brooklyn,Prospect-Lefferts Gardens,Entire home/apt,80,21,5,0.12,0
240800,1263176,Brooklyn,Prospect Heights,Private room,55,1,147,1.57,293
241140,1177497,Brooklyn,Clinton Hill,Private room,438,1,43,0.46,363
241159,1264655,Brooklyn,Bedford-Stuyvesant,Entire home/apt,110,6,8,0.33,4
241862,1269455,Manhattan,West Village,Entire home/apt,200,2,37,0.39,257
242532,1177497,Brooklyn,Clinton Hill,Private room,279,1,120,1.28,362
242643,1273825,Brooklyn,Williamsburg,Entire home/apt,137,1,24,0.29,0
243229,1276497,Brooklyn,Bedford-Stuyvesant,Entire home/apt,280,3,5,0.05,365
243708,288711,Brooklyn,Williamsburg,Entire home/apt,199,30,242,2.59,102
245504,714200,Manhattan,Inwood,Private room,71,4,229,2.45,26
245544,1260921,Bronx,Kingsbridge,Private room,42,2,108,1.36,302
245574,1288460,Brooklyn,Bedford-Stuyvesant,Entire home/apt,180,2,181,1.92,280
245607,825022,Manhattan,Chelsea,Entire home/apt,226,5,34,0.39,302
246134,283604,Brooklyn,Crown Heights,Private room,85,3,5,0.05,281
246351,1292250,Manhattan,Gramercy,Entire home/apt,135,1,5,0.06,0
246916,3647,Queens,Elmhurst,Entire home/apt,79,4,60,0.64,297
246938,936630,Manhattan,Lower East Side,Entire home/apt,154,1,238,2.59,246
248865,417504,Brooklyn,Greenpoint,Entire home/apt,199,3,34,0.37,60
248871,605463,Manhattan,West Village,Entire home/apt,700,3,131,1.4,296
249414,1306587,Manhattan,West Village,Entire home/apt,246,4,6,0.16,0
249618,1307773,Manhattan,Washington Heights,Private room,125,60,4,0.06,364
249867,758441,Brooklyn,Bedford-Stuyvesant,Private room,100,1,7,0.08,281
250259,1311398,Brooklyn,Williamsburg,Entire home/apt,295,5,125,3.04,0
250311,945499,Brooklyn,Crown Heights,Private room,150,3,0,,0
250323,1311870,Manhattan,Chinatown,Entire home/apt,119,1,49,0.58,0
250536,1313306,Manhattan,Harlem,Private room,125,1,11,0.12,365
250537,1313306,Manhattan,Harlem,Entire home/apt,400,5,0,,365
250801,1314834,Manhattan,Greenwich Village,Entire home/apt,850,3,107,1.15,249
251262,1278802,Brooklyn,Williamsburg,Private room,129,2,241,2.6,303
251277,1317343,Manhattan,Upper West Side,Private room,140,1,176,1.89,300
252076,297769,Manhattan,Chinatown,Private room,115,4,151,1.63,323
